Ship_ID,Hull_Integrity,Reactor_Power,Propulsion_Type,Ship_Class
7315917636,Critical,240.0,Hyperdrive,Shuttle
7315917613,Critical,80.0,Ion Drive,Explorer
7315916597,Critical,60.0,Plasma Thruster,Shuttle
7315914556,Pristine,,Ion Drive,Corvette
7315914521,Operational,40.0,Ion Drive,Shuttle
7315914457,Pristine,60.0,Ion Drive,Corvette
7315914314,Pristine,180.0,Ion Drive,Shuttle
7315914734,Critical,40.0,Solar Sail,Shuttle
7315914475,Pristine,120.0,,Shuttle
7315914197,Operational,40.0,Hyperdrive,Explorer
7315914035,Critical,300.0,,Hauler
7315913925,Critical,60.0,Ion Drive,Corvette
7315913675,Critical,40.0,Hyperdrive,Shuttle
7315913300,Critical,60.0,,Corvette
7315909505,Operational,80.0,Ion Drive,Fighter
7315909374,Operational,40.0,Plasma Thruster,Shuttle
7315909528,Pristine,40.0,Ion Drive,Shuttle
7315909497,Operational,40.0,Solar Sail,Shuttle
7315909401,Pristine,100.0,Graviton Beam,Hauler
7315909347,Operational,60.0,Ion Drive,Corvette
7315909337,Pristine,60.0,Hyperdrive,Hauler
7315909182,Pristine,80.0,,Corvette
7315909313,Operational,40.0,Plasma Thruster,Shuttle
7315907397,Critical,60.0,Ion Drive,Explorer
7315906274,Critical,60.0,Ion Drive,Corvette
7315904536,Pristine,40.0,Ion Drive,Shuttle
7315904452,Operational,60.0,Ion Drive,Shuttle
7315904447,Operational,40.0,,Shuttle
7315904388,Pristine,40.0,,Shuttle
7315905232,Operational,180.0,,Explorer
7315904430,Pristine,180.0,Ion Drive,Corvette
7315904812,Critical,80.0,Ion Drive,Explorer
7315904397,Pristine,80.0,Hyperdrive,Fighter
7315904364,Pristine,60.0,Ion Drive,Corvette
7315904305,Critical,,Hyperdrive,Shuttle
7315904136,Operational,,,Shuttle
7315903559,Critical,60.0,Plasma Thruster,Shuttle
7315902971,Operational,40.0,,Shuttle
7315901375,Critical,80.0,,Shuttle
7315900755,Critical,40.0,Ion Drive,Shuttle
7315900660,Pristine,80.0,,Shuttle
7315899273,Operational,40.0,Plasma Thruster,Shuttle
7315899231,Pristine,60.0,Ion Drive,Corvette
7315899243,Pristine,60.0,Ion Drive,Corvette
7315899252,Operational,40.0,Solar Sail,Shuttle
7315899211,Operational,40.0,Ion Drive,Shuttle
7315899113,Pristine,40.0,Solar Sail,Shuttle
7315899222,Operational,40.0,,Shuttle
7315899078,Pristine,120.0,,Shuttle
7315899537,Pristine,40.0,Ion Drive,Corvette
7315899483,Critical,80.0,Solar Sail,Explorer
7315899112,Pristine,40.0,Ion Drive,Shuttle
7315899354,Pristine,40.0,Solar Sail,Shuttle
7315899234,Operational,60.0,,Corvette
7315899012,Pristine,60.0,Ion Drive,Corvette
7315899027,Pristine,,Plasma Thruster,Corvette
7315898745,Critical,60.0,Ion Drive,Explorer
7315898465,Critical,60.0,Ion Drive,Corvette
7315897860,Critical,60.0,Ion Drive,Corvette
7315897810,Critical,60.0,Plasma Thruster,Explorer
7315897485,Operational,60.0,Graviton Beam,Explorer
7315896930,Critical,180.0,Ion Drive,Shuttle
7315896671,Critical,80.0,Nuclear Pulse,Hauler
7315894165,Pristine,100.0,,Fighter
7315891051,Operational,180.0,Graviton Beam,Shuttle
7315890774,Operational,60.0,Ion Drive,Shuttle
7315890718,Pristine,40.0,Graviton Beam,Corvette
7315890046,Pristine,60.0,Ion Drive,Hauler
7315889985,Critical,40.0,Nuclear Pulse,Shuttle
7315888646,Critical,80.0,Hyperdrive,Freighter
7315888253,Pristine,40.0,,Fighter
7315887968,Pristine,40.0,,Corvette
7315887231,Operational,80.0,Ion Drive,Freighter
7315883814,Pristine,40.0,Plasma Thruster,Shuttle
7315883786,Pristine,40.0,Ion Drive,Shuttle
7315883719,Operational,60.0,,Corvette
7315883797,Pristine,60.0,,Corvette
7315883783,Pristine,40.0,,Shuttle
7315883775,Operational,60.0,Ion Drive,Shuttle
7315883732,Operational,60.0,Solar Sail,Corvette
7315883656,Pristine,60.0,Ion Drive,Corvette
7315883651,Pristine,60.0,Solar Sail,Corvette
7315882954,Operational,40.0,Ion Drive,Corvette
7315882558,Pristine,60.0,Solar Sail,Shuttle
7315882194,Pristine,40.0,Graviton Beam,Shuttle
7315882037,Critical,240.0,Plasma Thruster,Freighter
7315879005,Operational,40.0,Ion Drive,Shuttle
7315878949,Pristine,120.0,Ion Drive,Shuttle
7315879764,Critical,60.0,Ion Drive,Freighter
7315875435,Pristine,100.0,Hyperdrive,Hauler
7315875066,Operational,40.0,Solar Sail,Corvette
7315873919,Critical,80.0,Hyperdrive,Fighter
7315873226,Critical,80.0,Ion Drive,Shuttle
7315871000,Critical,60.0,Ion Drive,Speedster
7315870072,Pristine,180.0,Ion Drive,Explorer
7315868584,Critical,240.0,Solar Sail,Explorer
7315869819,Critical,80.0,Hyperdrive,Hauler
7315868594,Operational,60.0,Nuclear Pulse,Corvette
7315868519,Pristine,60.0,,Corvette
7315868480,Pristine,40.0,,Shuttle
7315868387,Pristine,100.0,Solar Sail,Hauler
7315868334,Pristine,60.0,Graviton Beam,Corvette
7315868403,Operational,60.0,,Corvette
7315868545,Pristine,40.0,Ion Drive,Corvette
7315867886,Critical,100.0,Nuclear Pulse,Hauler
7315865050,Critical,80.0,Hyperdrive,Fighter
7315864961,Critical,80.0,,Shuttle
7315864348,Pristine,80.0,Hyperdrive,Shuttle
7315862903,Operational,80.0,Ion Drive,Speedster
7315862930,Operational,80.0,,Explorer
7315862382,Operational,60.0,Solar Sail,Corvette
7315861902,Pristine,80.0,Hyperdrive,Shuttle
7315861087,Operational,60.0,Plasma Hybrid,Fighter
7315860642,Critical,40.0,,Corvette
7315860163,Critical,180.0,Solar Sail,Corvette
7315858253,Operational,40.0,Hyperdrive,Shuttle
7315857336,Pristine,60.0,Solar Sail,Shuttle
7315856746,Pristine,40.0,Ion Drive,Shuttle
7315854791,Pristine,80.0,Ion Drive,Freighter
7315853406,Operational,60.0,Ion Drive,Shuttle
7315854341,Operational,,Hyperdrive,Shuttle
7315854343,Operational,,,Shuttle
7315853270,Pristine,180.0,,Corvette
7315853254,Pristine,60.0,Ion Drive,Corvette
7315854307,Critical,40.0,,Hauler
7315853506,Pristine,120.0,Ion Drive,Shuttle
7315853343,Operational,40.0,Solar Sail,Shuttle
7315853308,Pristine,40.0,Solar Sail,Shuttle
7315853247,Pristine,100.0,Ion Drive,Fighter
7315853943,Operational,,Graviton Beam,Hauler
7315853306,Operational,60.0,Ion Drive,Corvette
7315853228,Critical,300.0,Solar Sail,Fighter
7315853578,Critical,,,Explorer
7315853250,Critical,,Ion Drive,Fighter
7315851377,Operational,60.0,Ion Drive,Explorer
7315850739,Operational,120.0,Ion Drive,Corvette
7315849425,Critical,40.0,,Shuttle
7315848906,Operational,80.0,Ion Drive,Freighter
7315848672,Critical,60.0,,Corvette
7315847844,Pristine,40.0,Ion Drive,Shuttle
7315847106,Pristine,60.0,,Shuttle
7315845227,Operational,60.0,,Explorer
7315844633,Pristine,80.0,,Shuttle
7315844645,Operational,80.0,Ion Drive,Explorer
7315842829,Operational,60.0,Ion Drive,Shuttle
7315842806,Pristine,100.0,Hyperdrive,Hauler
7315839712,Critical,40.0,Nuclear Pulse,Shuttle
7315836898,Pristine,40.0,Ion Drive,Shuttle
7315838161,Pristine,40.0,Graviton Beam,Explorer
7315838138,Critical,,Ion Drive,Corvette
7315836727,Pristine,,Solar Sail,Shuttle
7315837565,Operational,40.0,Nuclear Pulse,Shuttle
7315837490,Critical,100.0,Ion Drive,Hauler
7315837335,Operational,40.0,Ion Drive,Corvette
7315837301,Critical,60.0,Ion Drive,Corvette
7315837302,Operational,40.0,Ion Drive,Corvette
7315837268,Critical,60.0,Ion Drive,Corvette
7315837123,Critical,240.0,Ion Drive,Hauler
7315837093,Operational,40.0,Plasma Thruster,Shuttle
7315836859,Critical,60.0,,Fighter
7315836822,Pristine,120.0,Ion Drive,Explorer
7315835505,Operational,80.0,Hyperdrive,Hauler
7315835462,Critical,60.0,Ion Drive,Shuttle
7315834695,Pristine,40.0,Plasma Thruster,Shuttle
7315830838,Operational,180.0,Ion Drive,Explorer
7315830766,Critical,40.0,Ion Drive,Shuttle
7315830244,Critical,40.0,Graviton Beam,Freighter
7315829819,Pristine,60.0,Plasma Thruster,Shuttle
7315828627,Critical,80.0,Ion Drive,Fighter
7315826820,Critical,80.0,Ion Drive,Fighter
7315825794,Operational,180.0,Ion Drive,Explorer
7315825162,Critical,80.0,,Shuttle
7315823696,Pristine,60.0,Plasma Thruster,Shuttle
7315820987,Pristine,60.0,Ion Drive,Corvette
7315820959,Pristine,80.0,Ion Drive,Corvette
7315821502,Pristine,60.0,Ion Drive,Fighter
7315820906,Pristine,40.0,Hyperdrive,Shuttle
7315820861,Pristine,60.0,,Corvette
7315820849,Pristine,40.0,Ion Drive,Shuttle
7315820859,Pristine,40.0,Graviton Beam,Shuttle
7315820828,Pristine,60.0,Ion Drive,Corvette
7315820766,Pristine,80.0,Ion Drive,Shuttle
7315820507,Pristine,40.0,Graviton Beam,Shuttle
7315818590,Pristine,40.0,,Shuttle
7315817516,Critical,240.0,,Shuttle
7315817316,Critical,80.0,Ion Drive,Troop Transport
7315813388,Critical,40.0,Hyperdrive,Corvette
7315812948,Operational,40.0,Ion Drive,Corvette
7315812866,Critical,180.0,,Corvette
7315810620,Pristine,40.0,Solar Sail,Shuttle
7315810598,Pristine,60.0,Solar Sail,Corvette
7315810592,Pristine,,Ion Drive,Fighter
7315810581,Pristine,60.0,Ion Drive,Shuttle
7315810516,Pristine,180.0,,Corvette
7315810476,Operational,40.0,Ion Drive,Shuttle
7315807367,Critical,60.0,Ion Drive,Explorer
7315806448,Critical,40.0,Ion Drive,Corvette
7315806355,Critical,40.0,Ion Drive,Corvette
7315806273,Pristine,40.0,Antimatter,Shuttle
7315806220,Critical,60.0,Plasma Thruster,Corvette
7315804132,Operational,40.0,Graviton Beam,Corvette
7315804115,Critical,60.0,Ion Drive,Explorer
7315803428,Pristine,60.0,Plasma Thruster,Shuttle
7315803430,Operational,180.0,Hyperdrive,Corvette
7315800535,Operational,40.0,Solar Sail,Shuttle
7315800418,Operational,60.0,Nuclear Pulse,Corvette
7315800719,Operational,60.0,Ion Drive,Freighter
7315799366,Operational,60.0,Ion Drive,Explorer
7315798892,Pristine,80.0,Ion Drive,Explorer
7315797482,Critical,80.0,Ion Drive,Freighter
7315797255,Operational,40.0,Ion Drive,Explorer
7315797041,Operational,40.0,Hyperdrive,Shuttle
7315796995,Pristine,80.0,Ion Drive,Explorer
7315795892,Critical,40.0,Solar Sail,Corvette
7315795672,Critical,60.0,Ion Drive,Corvette
7315795431,Pristine,80.0,Hyperdrive,Shuttle
7315794583,Critical,80.0,Hyperdrive,Explorer
7315789207,Pristine,60.0,,Shuttle
7315787000,Pristine,40.0,Graviton Beam,Corvette
7315785484,Pristine,60.0,Ion Drive,Corvette
7315785473,Pristine,60.0,Solar Sail,Corvette
7315785465,Pristine,40.0,Ion Drive,Shuttle
7315785404,Pristine,40.0,Solar Sail,Shuttle
7315785399,Pristine,40.0,Solar Sail,Shuttle
7315785384,Operational,100.0,Hyperdrive,Fighter
7315785358,Pristine,60.0,Plasma Thruster,Shuttle
7315785329,Pristine,,Solar Sail,Corvette
7315785291,Pristine,60.0,Solar Sail,Corvette
7315785366,Pristine,40.0,Ion Drive,Explorer
7315785344,Critical,80.0,Nuclear Pulse,Hauler
7315785080,Critical,40.0,Nuclear Pulse,Shuttle
7315782269,Operational,60.0,Plasma Thruster,Hauler
7315781127,Critical,40.0,,Shuttle
7315778535,Critical,40.0,Plasma Thruster,Shuttle
7315776435,Operational,80.0,Plasma Thruster,Explorer
7315775497,Operational,60.0,Solar Sail,Corvette
7315774610,Critical,80.0,Ion Drive,Shuttle
7315774192,Critical,60.0,,Corvette
7315771864,Critical,60.0,Ion Drive,Hauler
7315771442,Pristine,60.0,Hyperdrive,Fighter
7315768584,Operational,40.0,Ion Drive,Explorer
7315765944,Operational,80.0,,Shuttle
7315765852,Operational,60.0,Ion Drive,Corvette
7315765949,Operational,40.0,Ion Drive,Shuttle
7315761135,Pristine,60.0,Ion Drive,Corvette
7315761158,Critical,40.0,Plasma Thruster,Corvette
7315760924,Pristine,60.0,Solar Sail,Shuttle
7315760032,Pristine,60.0,,Corvette
7315759313,Operational,60.0,Ion Drive,Shuttle
7315758692,Critical,40.0,Plasma Thruster,Hauler
7315757274,Operational,40.0,,Shuttle
7315755730,Critical,40.0,Hyperdrive,Hauler
7315752537,Critical,40.0,Ion Drive,Hauler
7315751529,Operational,60.0,Ion Drive,Fighter
7315751484,Pristine,120.0,Ion Drive,Shuttle
7315747436,Operational,60.0,Ion Drive,Shuttle
7315748387,Operational,80.0,Ion Drive,Hauler
7315748134,Operational,60.0,Ion Drive,Shuttle
7315748010,Operational,40.0,Ion Drive,Corvette
7315747583,Operational,60.0,,Explorer
7315747113,Operational,40.0,Plasma Thruster,Explorer
7315746833,Pristine,40.0,,Explorer
7315746709,Critical,240.0,,Freighter
7315746669,Operational,80.0,Ion Drive,Hauler
7315746618,Operational,40.0,Ion Drive,Shuttle
7315746552,Critical,40.0,Ion Drive,Shuttle
7315746234,Operational,80.0,Hyperdrive,Explorer
7315746046,Critical,,Ion Drive,Shuttle
7315745977,Pristine,60.0,Graviton Beam,Explorer
7315745845,Pristine,60.0,Ion Drive,Explorer
7315745497,Operational,40.0,Ion Drive,Explorer
7315745101,Operational,80.0,Hyperdrive,Freighter
7315745062,Pristine,80.0,Plasma Thruster,Explorer
7315744689,Operational,80.0,Ion Drive,Explorer
7315744326,Operational,80.0,Hyperdrive,Hauler
7315743863,Operational,80.0,Hyperdrive,Explorer
7315743412,Pristine,,Solar Sail,Explorer
7315742948,Pristine,80.0,Ion Drive,Freighter
7315740964,Critical,80.0,Ion Drive,Shuttle
7315735030,Critical,40.0,Ion Drive,Corvette
7315734976,Critical,60.0,Plasma Thruster,Troop Transport
7315734773,Operational,80.0,Ion Drive,Corvette
7315734316,Operational,60.0,Ion Drive,Corvette
7315734126,Operational,40.0,Plasma Thruster,Explorer
7315733082,Operational,80.0,Solar Sail,Shuttle
7315731304,Critical,40.0,Ion Drive,Shuttle
7315731031,Critical,120.0,Hyperdrive,Freighter
7315730942,Critical,60.0,,Troop Transport
7315730051,Critical,60.0,Ion Drive,Corvette
7315729403,Operational,,,Shuttle
7315726988,Operational,40.0,Ion Drive,Shuttle
7315726972,Operational,40.0,Ion Drive,Shuttle
7315726833,Pristine,100.0,Hyperdrive,Hauler
7315726817,Operational,60.0,,Shuttle
7315727004,Critical,240.0,Ion Drive,Explorer
7315726970,Pristine,60.0,Ion Drive,Shuttle
7315726937,Pristine,60.0,,Shuttle
7315726945,Pristine,100.0,Ion Drive,Fighter
7315726875,Pristine,80.0,Solar Sail,Troop Transport
7315726866,Pristine,80.0,Hyperdrive,Hauler
7315726851,Operational,40.0,Ion Drive,Shuttle
7315726810,Pristine,60.0,Solar Sail,Hauler
7315726802,Pristine,100.0,Ion Drive,Hauler
7315726794,Operational,80.0,Solar Sail,Shuttle
7315726742,Pristine,40.0,Ion Drive,Shuttle
7315726112,Critical,80.0,,Shuttle
7315724222,Pristine,180.0,Ion Drive,Troop Transport
7315723092,Pristine,80.0,Ion Drive,Corvette
7315723093,Pristine,60.0,Solar Sail,Corvette
7315723061,Operational,60.0,,Shuttle
7315723066,Pristine,80.0,,Hauler
7315723035,Pristine,40.0,Ion Drive,Shuttle
7315723023,Pristine,100.0,Solar Sail,Hauler
7315722935,Pristine,60.0,Plasma Hybrid,Corvette
7315722921,Operational,60.0,Plasma Thruster,Shuttle
7315722884,Pristine,60.0,Graviton Beam,Hauler
7315722860,Pristine,60.0,Solar Sail,Corvette
7315723048,Pristine,60.0,Antimatter,Corvette
7315722719,Pristine,80.0,,Hauler
7315723024,Operational,80.0,Ion Drive,Corvette
7315723026,Pristine,40.0,,Shuttle
7315723075,Pristine,60.0,Plasma Thruster,Corvette
7315722998,Pristine,100.0,Hyperdrive,Hauler
7315722985,Operational,60.0,Plasma Thruster,Corvette
7315722906,Operational,60.0,Ion Drive,Corvette
7315722890,Operational,60.0,Ion Drive,Fighter
7315722849,Pristine,60.0,Ion Drive,Shuttle
7315722822,Pristine,,Ion Drive,Shuttle
7315723695,Critical,60.0,Solar Sail,Corvette
7315722692,Pristine,180.0,Plasma Thruster,Shuttle
7315722984,Operational,40.0,Solar Sail,Shuttle
7315722987,Operational,40.0,Plasma Thruster,Shuttle
7315723018,Operational,,Ion Drive,Corvette
7315722959,Operational,40.0,,Shuttle
7315722938,Pristine,60.0,Hyperdrive,Corvette
7315722872,Operational,80.0,Hyperdrive,Shuttle
7315722855,Critical,240.0,Ion Drive,Hauler
7315722816,Operational,40.0,,Shuttle
7315722803,Operational,80.0,,Hauler
7315722661,Operational,60.0,Solar Sail,Corvette
7315722939,Pristine,40.0,,Shuttle
7315722917,Operational,40.0,,Shuttle
7315722811,Pristine,,,Corvette
7315722794,Pristine,80.0,Ion Drive,Fighter
7315722755,Operational,,,Corvette
7315722724,Operational,60.0,,Explorer
7315723019,Pristine,,Graviton Beam,Explorer
7315722815,Critical,240.0,Ion Drive,Troop Transport
7315722693,Pristine,80.0,,Corvette
7315722689,Pristine,40.0,Ion Drive,Shuttle
7315722625,Operational,40.0,Solar Sail,Shuttle
7315722605,Critical,40.0,Hyperdrive,Shuttle
7315722603,Operational,40.0,Ion Drive,Shuttle
7315722389,Operational,40.0,Ion Drive,Corvette
7315722315,Pristine,40.0,Ion Drive,Shuttle
7315722281,Pristine,120.0,Graviton Beam,Shuttle
7315722283,Pristine,120.0,Ion Drive,Shuttle
7315722258,Critical,120.0,Ion Drive,Shuttle
7315719110,Operational,100.0,Plasma Thruster,Hauler
7315719090,Pristine,40.0,Plasma Thruster,Shuttle
7315719064,Pristine,40.0,Solar Sail,Shuttle
7315719037,Pristine,,Ion Drive,Shuttle
7315716979,Pristine,40.0,Plasma Thruster,Shuttle
7315716900,Pristine,40.0,Graviton Beam,Shuttle
7315716902,Operational,40.0,Ion Drive,Shuttle
7315716903,Critical,40.0,,Shuttle
7315716421,Pristine,,,Shuttle
7315716021,Operational,40.0,Solar Sail,Shuttle
7315715974,Pristine,,Ion Drive,Corvette
7315715956,Pristine,80.0,Ion Drive,Fighter
7315711713,Pristine,,Graviton Beam,Corvette
7315710750,Critical,60.0,Plasma Thruster,Hauler
7315706345,Pristine,60.0,Ion Drive,Corvette
7315706250,Operational,40.0,Ion Drive,Shuttle
7315706195,Operational,40.0,Ion Drive,Shuttle
7315703334,Critical,120.0,Plasma Hybrid,Explorer
7315701598,Operational,60.0,Ion Drive,Fighter
7315701233,Pristine,120.0,Ion Drive,Shuttle
7315700737,Critical,60.0,Ion Drive,Explorer
7315693354,Operational,40.0,Ion Drive,Shuttle
7315693315,Critical,40.0,Ion Drive,Shuttle
7315668731,Pristine,40.0,Graviton Beam,Shuttle
7315661751,Critical,40.0,Ion Drive,Corvette
7315653419,Operational,60.0,Ion Drive,Explorer
7315653358,Critical,60.0,Plasma Thruster,Shuttle
7315653018,Operational,80.0,Graviton Beam,Explorer
7315649894,Critical,40.0,Ion Drive,Speedster
7315648944,Operational,120.0,,Freighter
7315648523,Operational,60.0,Ion Drive,Fighter
7315648045,Critical,40.0,Ion Drive,Shuttle
7315647887,Critical,,Ion Drive,Corvette
7315647481,Critical,60.0,Ion Drive,Shuttle
7315647129,Critical,40.0,Ion Drive,Shuttle
7315646887,Critical,60.0,Ion Drive,Explorer
7315644957,Critical,60.0,,Corvette
7315643647,Critical,40.0,Ion Drive,Shuttle
7315642517,Critical,60.0,Plasma Thruster,Shuttle
7315640363,Operational,80.0,,Explorer
7315640002,Operational,60.0,Ion Drive,Corvette
7315638729,Critical,80.0,Nuclear Pulse,Explorer
7315637103,Critical,120.0,Nuclear Pulse,Freighter
7315635800,Critical,50.0,Ion Drive,Freighter
7315635335,Critical,60.0,Ion Drive,Hauler
7315632779,Operational,40.0,Ion Drive,Explorer
7315630034,Operational,40.0,Ion Drive,Shuttle
7315629388,Operational,40.0,Ion Drive,Corvette
7315627171,Critical,80.0,Ion Drive,Shuttle
7315627123,Pristine,60.0,Graviton Beam,Explorer
7315622299,Pristine,120.0,,Shuttle
7315621941,Pristine,40.0,Antimatter,Shuttle
7315618304,Critical,80.0,Nuclear Pulse,Shuttle
7315617950,Critical,40.0,Ion Drive,Shuttle
7315617782,Critical,80.0,Plasma Thruster,Hauler
7315616427,Critical,40.0,Ion Drive,Shuttle
7315613831,Critical,60.0,,Corvette
7315611382,Operational,40.0,,Shuttle
7315610964,Critical,60.0,Plasma Thruster,Corvette
7315610525,Critical,40.0,Ion Drive,Shuttle
7315610230,Critical,240.0,Hyperdrive,Fighter
7315610087,Critical,60.0,Ion Drive,Shuttle
7315609193,Critical,80.0,Ion Drive,Hauler
7315605025,Operational,40.0,Ion Drive,Corvette
7315604624,Critical,80.0,Hyperdrive,Hauler
7315602753,Critical,,Ion Drive,Shuttle
7315602212,Operational,60.0,Ion Drive,Explorer
7315601852,Operational,40.0,Ion Drive,Explorer
7315601638,Critical,120.0,Ion Drive,Shuttle
7315601417,Operational,,Ion Drive,Explorer
7315600215,Pristine,80.0,Ion Drive,Freighter
7315599419,Critical,60.0,Plasma Thruster,Freighter
7315598905,Pristine,80.0,Graviton Beam,Hauler
7315597982,Pristine,80.0,Solar Sail,Shuttle
7315597808,Critical,40.0,Ion Drive,Shuttle
7315597069,Operational,100.0,Nuclear Pulse,Hauler
7315596199,Operational,80.0,Ion Drive,Explorer
7315596169,Critical,80.0,Ion Drive,Shuttle
7315594740,Critical,40.0,,Corvette
7315594090,Operational,60.0,Ion Drive,Corvette
7315594054,Critical,90.0,,Fighter
7315593432,Pristine,120.0,,Corvette
7315592459,Pristine,100.0,Hyperdrive,Hauler
7315591217,Critical,40.0,,Corvette
7315590969,Critical,240.0,Ion Drive,Hauler
7315590836,Critical,100.0,Ion Drive,Hauler
7315590485,Operational,40.0,Plasma Thruster,Shuttle
7315589789,Operational,80.0,Ion Drive,Speedster
7315589157,Operational,100.0,Nuclear Pulse,Hauler
7315587566,Pristine,60.0,Ion Drive,Shuttle
7315587548,Operational,100.0,Nuclear Pulse,Hauler
7315587503,Critical,,Ion Drive,Hauler
7315587083,Operational,60.0,Ion Drive,Fighter
7315586295,Operational,40.0,Ion Drive,Corvette
7315585979,Critical,40.0,,Shuttle
7315585943,Critical,240.0,Ion Drive,Troop Transport
7315584275,Operational,80.0,Ion Drive,Corvette
7315584161,Critical,300.0,,Fighter
7315582704,Critical,40.0,Plasma Thruster,Shuttle
7315582504,Pristine,100.0,Solar Sail,Hauler
7315582479,Pristine,100.0,Ion Drive,Hauler
7315582080,Critical,60.0,Ion Drive,Speedster
7315581561,Operational,80.0,Ion Drive,Hauler
7315581491,Pristine,60.0,Antimatter,Corvette
7315580036,Critical,40.0,Hyperdrive,Shuttle
7315578159,Pristine,80.0,Plasma Thruster,Shuttle
7315577093,Critical,240.0,,Explorer
7315574717,Critical,40.0,,Shuttle
7315574104,Pristine,60.0,Ion Drive,Corvette
7315573850,Operational,60.0,Hyperdrive,Fighter
7315573806,Critical,60.0,Ion Drive,Corvette
7315572667,Operational,40.0,Hyperdrive,Shuttle
7315571807,Pristine,100.0,,Hauler
7315571748,Operational,60.0,Ion Drive,Corvette
7315571661,Critical,40.0,Ion Drive,Shuttle
7315570940,Critical,80.0,Hyperdrive,Hauler
7315570926,Operational,40.0,Ion Drive,Shuttle
7315570379,Pristine,80.0,Ion Drive,Shuttle
7315569546,Operational,60.0,Graviton Beam,Fighter
7315569515,Operational,40.0,Ion Drive,Shuttle
7315569159,Operational,180.0,Ion Drive,Shuttle
7315568877,Pristine,80.0,,Freighter
7315566839,Pristine,40.0,,Explorer
7315566806,Pristine,180.0,Ion Drive,Freighter
7315566353,Pristine,100.0,Nuclear Pulse,Hauler
7315566310,Critical,40.0,Hyperdrive,Shuttle
7315565060,Operational,120.0,Hyperdrive,Shuttle
7315564783,Pristine,60.0,Ion Drive,Shuttle
7315560524,Pristine,60.0,Ion Drive,Corvette
7315560545,Pristine,80.0,Ion Drive,Explorer
7315559164,Operational,180.0,,Explorer
7315557005,Pristine,60.0,Solar Sail,Shuttle
7315556763,Pristine,60.0,Solar Sail,Corvette
7315556542,Critical,80.0,Nuclear Pulse,Explorer
7315556424,Critical,240.0,Hyperdrive,Speedster
7315556096,Pristine,80.0,Solar Sail,Shuttle
7315554846,Critical,80.0,,Freighter
7315554598,Pristine,100.0,Nuclear Pulse,Hauler
7315552818,Pristine,,Ion Drive,Corvette
7315552649,Pristine,60.0,Graviton Beam,Corvette
7315553006,Pristine,80.0,Hyperdrive,Speedster
7315552718,Operational,60.0,Solar Sail,Shuttle
7315552692,Operational,40.0,Solar Sail,Shuttle
7315552697,Pristine,40.0,Ion Drive,Shuttle
7315552641,Operational,40.0,Ion Drive,Shuttle
7315552571,Pristine,60.0,Ion Drive,Corvette
7315552510,Operational,40.0,Plasma Thruster,Shuttle
7315552349,Critical,40.0,Ion Drive,Shuttle
7315551702,Critical,40.0,,Shuttle
7315550486,Operational,80.0,Nuclear Pulse,Shuttle
7315550111,Operational,60.0,Ion Drive,Explorer
7315548787,Operational,60.0,Ion Drive,Corvette
7315548740,Pristine,60.0,Ion Drive,Corvette
7315549635,Pristine,120.0,,Corvette
7315548823,Pristine,60.0,Ion Drive,Shuttle
7315548868,Pristine,40.0,Ion Drive,Shuttle
7315548793,Pristine,60.0,,Corvette
7315548674,Operational,40.0,Plasma Thruster,Shuttle
7315548642,Operational,60.0,Ion Drive,Shuttle
7315548851,Operational,,Solar Sail,Corvette
7315548755,Operational,60.0,,Hauler
7315548661,Operational,40.0,Ion Drive,Shuttle
7315548650,Operational,60.0,Solar Sail,Corvette
7315548605,Operational,60.0,Hyperdrive,Corvette
7315548807,Critical,300.0,Plasma Thruster,Hauler
7315548702,Operational,60.0,Ion Drive,Corvette
7315548640,Pristine,180.0,Solar Sail,Corvette
7315548607,Operational,60.0,Ion Drive,Shuttle
7315548420,Pristine,,,Hauler
7315547199,Critical,180.0,Ion Drive,Shuttle
7315546298,Pristine,60.0,Ion Drive,Explorer
7315544940,Pristine,80.0,Graviton Beam,Hauler
7315544920,Pristine,80.0,Ion Drive,Shuttle
7315544861,Operational,80.0,Ion Drive,Shuttle
7315545104,Operational,40.0,Plasma Thruster,Shuttle
7315544755,Pristine,40.0,Ion Drive,Shuttle
7315544893,Operational,100.0,Hyperdrive,Hauler
7315544608,Pristine,40.0,,Shuttle
7315544705,Pristine,120.0,Solar Sail,Shuttle
7315544668,Pristine,40.0,Solar Sail,Shuttle
7315544782,Pristine,60.0,Ion Drive,Corvette
7315544894,Operational,60.0,Plasma Thruster,Corvette
7315544829,Operational,40.0,,Shuttle
7315544595,Critical,60.0,Solar Sail,Troop Transport
7315544796,Critical,,Solar Sail,Explorer
7315544805,Pristine,60.0,Plasma Hybrid,Shuttle
7315544729,Operational,40.0,,Shuttle
7315544630,Operational,40.0,Hyperdrive,Shuttle
7315544423,Pristine,80.0,,Shuttle
7315542992,Critical,40.0,Ion Drive,Shuttle
7315542981,Critical,80.0,Ion Drive,Speedster
7315542817,Operational,60.0,,Speedster
7315542280,Operational,100.0,Nuclear Pulse,Hauler
7315540699,Pristine,,Ion Drive,Corvette
7315540681,Pristine,60.0,Ion Drive,Corvette
7315540531,Operational,40.0,Ion Drive,Shuttle
7315540498,Operational,60.0,Ion Drive,Shuttle
7315540573,Operational,40.0,,Shuttle
7316866122,Pristine,80.0,Ion Drive,Hauler
7316866221,Pristine,180.0,,Shuttle
7316865869,Operational,,,Hauler
